Código;UF;Município;Ranking Estadual 2013;Ranking IFGF Autonomia 2013;IFGF Autonomia 2013;Ranking Estadual 2014;Ranking IFGF Autonomia 2014;IFGF Autonomia 2014;Ranking Estadual 2015;Ranking IFGF Autonomia 2015;IFGF Autonomia 2015;Ranking Estadual 2016;Ranking IFGF Autonomia 2016;IFGF Autonomia 2016;Ranking Estadual 2017;Ranking IFGF Autonomia 2017;IFGF Autonomia 2017;Ranking Estadual 2018;Ranking IFGF Autonomia 2018;IFGF Autonomia 2018
150013;PA;Abel Figueiredo;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150020;PA;Acará;50º;3.275º;0,0085;39º;3.003º;0,0949;48º;3.261º;0,0408;43º;3.277º;0,0384;61º;3.512º;0,0000;60º;3.482º;0,0000
150030;PA;Afuá;53º;3.303º;0,0000;nd;nd;nd;46º;3.219º;0,0542;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150034;PA;Água Azul do Norte;nd;nd;nd;36º;2.887º;0,1302;35º;2.726º;0,2092;nd;nd;nd;12º;1.744º;0,6073;26º;2.416º;0,3425
150040;PA;Alenquer;53º;3.303º;0,0000;51º;3.251º;0,0145;56º;3.416º;0,0000;51º;3.432º;0,0000;46º;3.122º;0,1078;48º;3.126º;0,1043
150050;PA;Almeirim;18º;2.257º;0,3694;10º;1.345º;0,7224;44º;3.149º;0,0782;51º;3.432º;0,0000;23º;2.348º;0,3824;29º;2.509º;0,3112
150060;PA;Altamira;1º;1º;1,0000;1º;1º;1,0000;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
150070;PA;Anajás;53º;3.303º;0,0000;58º;3.311º;0,0000;nd;nd;nd;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150080;PA;Ananindeua;10º;1.373º;0,7281;9º;1.339º;0,7281;9º;1.305º;0,7690;10º;1.262º;0,7380;9º;1.532º;0,6972;9º;1.579º;0,6729
150085;PA;Anapu;22º;2.417º;0,3043;nd;nd;nd;20º;2.210º;0,3914;8º;1.212º;0,7612;16º;1.975º;0,5204;44º;2.943º;0,1602
150090;PA;Augusto Corrêa;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150095;PA;Aurora do Pará;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150100;PA;Aveiro;53º;3.303º;0,0000;nd;nd;nd;nd;nd;nd;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150110;PA;Bagre;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
150120;PA;Baião;nd;nd;nd;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150125;PA;Bannach;53º;3.303º;0,0000;58º;3.311º;0,0000;50º;3.276º;0,0360;44º;3.281º;0,0374;61º;3.512º;0,0000;53º;3.360º;0,0333
150130;PA;Barcarena;1º;1º;1,0000;29º;2.505º;0,2630;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
150140;PA;Belém;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
150145;PA;Belterra;53º;3.303º;0,0000;55º;3.292º;0,0055;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150150;PA;Benevides;27º;2.534º;0,2614;32º;2.731º;0,1837;34º;2.700º;0,2176;15º;1.982º;0,4555;17º;2.018º;0,5041;17º;2.075º;0,4706
150157;PA;Bom Jesus do Tocantins;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;38º;3.041º;0,1019;36º;2.865º;0,1894;55º;3.411º;0,0192
150160;PA;Bonito;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150170;PA;Bragança;47º;3.237º;0,0187;38º;2.989º;0,0984;43º;3.122º;0,0846;nd;nd;nd;35º;2.847º;0,1939;45º;2.969º;0,1524
150172;PA;Brasil Novo;53º;3.303º;0,0000;58º;3.311º;0,0000;nd;nd;nd;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150175;PA;Brejo Grande do Araguaia;53º;3.303º;0,0000;58º;3.311º;0,0000;26º;2.374º;0,3332;22º;2.147º;0,3898;31º;2.694º;0,2525;39º;2.757º;0,2245
150178;PA;Breu Branco;38º;2.787º;0,1643;23º;2.385º;0,3108;37º;2.798º;0,1882;28º;2.596º;0,2379;25º;2.372º;0,3730;36º;2.681º;0,2514
150180;PA;Breves;53º;3.303º;0,0000;nd;nd;nd;nd;nd;nd;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150190;PA;Bujaru;53º;3.303º;0,0000;58º;3.311º;0,0000;45º;3.180º;0,0668;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150195;PA;Cachoeira do Piriá;53º;3.303º;0,0000;41º;3.073º;0,0769;nd;nd;nd;41º;3.178º;0,0646;61º;3.512º;0,0000;60º;3.482º;0,0000
150200;PA;Cachoeira do Arari;37º;2.770º;0,1690;45º;3.094º;0,0709;nd;nd;nd;nd;nd;nd;nd;nd;nd;8º;1.439º;0,7314
150210;PA;Cametá;53º;3.303º;0,0000;nd;nd;nd;56º;3.416º;0,0000;47º;3.364º;0,0182;61º;3.512º;0,0000;nd;nd;nd
150215;PA;Canaã dos Carajás;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;60º;3.482º;0,0000
150220;PA;Capanema;23º;2.458º;0,2872;20º;2.282º;0,3459;32º;2.598º;0,2558;27º;2.530º;0,2601;33º;2.826º;0,2007;34º;2.664º;0,2577
150230;PA;Capitão Poço;53º;3.303º;0,0000;47º;3.193º;0,0396;nd;nd;nd;45º;3.308º;0,0306;61º;3.512º;0,0000;60º;3.482º;0,0000
150240;PA;Castanhal;35º;2.725º;0,1867;17º;2.129º;0,4010;14º;1.934º;0,5013;51º;3.432º;0,0000;22º;2.314º;0,3933;12º;1.746º;0,6018
150250;PA;Chaves;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150260;PA;Colares;nd;nd;nd;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150270;PA;Conceição do Araguaia;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150275;PA;Concórdia do Pará;53º;3.303º;0,0000;58º;3.311º;0,0000;nd;nd;nd;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150276;PA;Cumaru do Norte;24º;2.486º;0,2791;nd;nd;nd;10º;1.451º;0,6979;13º;1.872º;0,5029;10º;1.655º;0,6417;6º;1.287º;0,8013
150277;PA;Curionópolis;19º;2.330º;0,3411;31º;2.646º;0,2116;24º;2.345º;0,3451;26º;2.478º;0,2732;28º;2.517º;0,3225;10º;1.714º;0,6153
150280;PA;Curralinho;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
150285;PA;Curuá;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150290;PA;Curuçá;nd;nd;nd;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;nd;nd;nd
150293;PA;Dom Eliseu;25º;2.492º;0,2778;27º;2.480º;0,2746;22º;2.288º;0,3637;20º;2.137º;0,3922;39º;2.906º;0,1754;42º;2.818º;0,2053
150295;PA;Eldorado do Carajás;53º;3.303º;0,0000;nd;nd;nd;nd;nd;nd;nd;nd;nd;38º;2.902º;0,1767;33º;2.642º;0,2653
150300;PA;Faro;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;nd;nd;nd;nd;nd;nd;nd;nd;nd
150304;PA;Floresta do Araguaia;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150307;PA;Garrafão do Norte;nd;nd;nd;58º;3.311º;0,0000;nd;nd;nd;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150309;PA;Goianésia do Pará;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;48º;3.165º;0,0940;60º;3.482º;0,0000
150310;PA;Gurupá;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150320;PA;Igarapé-Açu;40º;2.926º;0,1207;52º;3.260º;0,0120;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150330;PA;Igarapé-Miri;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;60º;3.482º;0,0000
150340;PA;Inhangapi;nd;nd;nd;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150345;PA;Ipixuna do Pará;53º;3.303º;0,0000;43º;3.077º;0,0759;47º;3.254º;0,0435;nd;nd;nd;nd;nd;nd;nd;nd;nd
150350;PA;Irituia;53º;3.303º;0,0000;58º;3.311º;0,0000;53º;3.370º;0,0138;39º;3.161º;0,0692;61º;3.512º;0,0000;60º;3.482º;0,0000
150360;PA;Itaituba;20º;2.344º;0,3341;50º;3.210º;0,0325;36º;2.765º;0,1971;19º;2.114º;0,4016;61º;3.512º;0,0000;43º;2.855º;0,1943
150370;PA;Itupiranga;53º;3.303º;0,0000;58º;3.311º;0,0000;54º;3.390º;0,0052;42º;3.253º;0,0456;50º;3.206º;0,0837;60º;3.482º;0,0000
150375;PA;Jacareacanga;12º;1.463º;0,6883;8º;1.337º;0,7286;1º;1º;1,0000;9º;1.261º;0,7388;1º;1º;1,0000;27º;2.435º;0,3373
150380;PA;Jacundá;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;nd;nd;nd;60º;3.482º;0,0000
150390;PA;Juruti;32º;2.643º;0,2160;35º;2.882º;0,1324;42º;3.031º;0,1155;25º;2.287º;0,3368;13º;1.757º;0,6029;18º;2.099º;0,4599
150400;PA;Limoeiro do Ajuru;46º;3.209º;0,0283;49º;3.204º;0,0340;51º;3.277º;0,0358;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150405;PA;Mãe do Rio;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150410;PA;Magalhães Barata;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150420;PA;Marabá;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
150430;PA;Maracanã;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150440;PA;Marapanim;53º;3.303º;0,0000;58º;3.311º;0,0000;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
150442;PA;Marituba;48º;3.267º;0,0124;58º;3.311º;0,0000;15º;1.996º;0,4782;29º;2.620º;0,2319;52º;3.266º;0,0634;23º;2.235º;0,4126
150445;PA;Medicilândia;43º;3.083º;0,0671;46º;3.155º;0,0494;56º;3.416º;0,0000;46º;3.330º;0,0262;45º;3.056º;0,1285;38º;2.739º;0,2310
150450;PA;Melgaço;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150460;PA;Mocajuba;53º;3.303º;0,0000;nd;nd;nd;nd;nd;nd;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150470;PA;Moju;30º;2.632º;0,2204;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;nd;nd;nd
150475;PA;Mojuí dos Campos;nd;nd;nd;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150480;PA;Monte Alegre;53º;3.303º;0,0000;57º;3.304º;0,0027;56º;3.416º;0,0000;48º;3.389º;0,0116;42º;2.989º;0,1499;35º;2.672º;0,2561
150490;PA;Muaná;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
150495;PA;Nova Esperança do Piriá;nd;nd;nd;nd;nd;nd;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;nd;nd;nd
150497;PA;Nova Ipixuna;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150500;PA;Nova Timboteua;53º;3.303º;0,0000;37º;2.947º;0,1119;nd;nd;nd;nd;nd;nd;61º;3.512º;0,0000;52º;3.329º;0,0414
150503;PA;Novo Progresso;13º;1.573º;0,6406;7º;943º;0,9222;8º;990º;0,9140;6º;1.090º;0,8155;18º;2.141º;0,4577;21º;2.195º;0,4265
150506;PA;Novo Repartimento;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;50º;3.424º;0,0012;53º;3.305º;0,0542;56º;3.420º;0,0156
150510;PA;Óbidos;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150520;PA;Oeiras do Pará;53º;3.303º;0,0000;53º;3.261º;0,0113;56º;3.416º;0,0000;nd;nd;nd;54º;3.312º;0,0531;60º;3.482º;0,0000
150530;PA;Oriximiná;11º;1.450º;0,6932;30º;2.525º;0,2547;33º;2.627º;0,2451;nd;nd;nd;15º;1.793º;0,5912;11º;1.744º;0,6028
150540;PA;Ourém;41º;3.026º;0,0871;42º;3.075º;0,0766;49º;3.265º;0,0395;51º;3.432º;0,0000;61º;3.512º;0,0000;51º;3.321º;0,0438
150543;PA;Ourilândia do Norte;1º;1º;1,0000;6º;934º;0,9277;18º;2.155º;0,4086;11º;1.479º;0,6521;6º;1.205º;0,8527;7º;1.410º;0,7456
150548;PA;Pacajá;53º;3.303º;0,0000;34º;2.854º;0,1428;29º;2.538º;0,2762;nd;nd;nd;34º;2.842º;0,1944;37º;2.684º;0,2508
150549;PA;Palestina do Pará;nd;nd;nd;58º;3.311º;0,0000;17º;2.134º;0,4172;nd;nd;nd;37º;2.900º;0,1771;nd;nd;nd
150550;PA;Paragominas;15º;1.706º;0,5844;11º;1.545º;0,6279;11º;1.582º;0,6441;17º;2.033º;0,4355;11º;1.698º;0,6252;4º;1.050º;0,9128
150553;PA;Parauapebas;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;7º;1.273º;0,8126;5º;1.183º;0,8475
150555;PA;Pau D'Arco;53º;3.303º;0,0000;58º;3.311º;0,0000;30º;2.585º;0,2605;40º;3.177º;0,0648;61º;3.512º;0,0000;60º;3.482º;0,0000
150560;PA;Peixe-Boi;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150563;PA;Piçarra;53º;3.303º;0,0000;15º;1.953º;0,4650;12º;1.836º;0,5414;14º;1.973º;0,4601;21º;2.300º;0,4015;16º;2.039º;0,4869
150565;PA;Placas;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150570;PA;Ponta de Pedras;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150580;PA;Portel;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150590;PA;Porto de Moz;44º;3.093º;0,0640;nd;nd;nd;nd;nd;nd;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150600;PA;Prainha;45º;3.111º;0,0574;58º;3.311º;0,0000;nd;nd;nd;nd;nd;nd;nd;nd;nd;60º;3.482º;0,0000
150610;PA;Primavera;31º;2.636º;0,2182;18º;2.136º;0,3991;7º;838º;0,9983;7º;1.190º;0,7682;43º;2.993º;0,1485;60º;3.482º;0,0000
150611;PA;Quatipuru;nd;nd;nd;58º;3.311º;0,0000;nd;nd;nd;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150613;PA;Redenção;34º;2.681º;0,2037;13º;1.897º;0,4872;nd;nd;nd;34º;2.727º;0,1993;20º;2.249º;0,4160;15º;1.915º;0,5323
150616;PA;Rio Maria;nd;nd;nd;25º;2.439º;0,2896;19º;2.171º;0,4038;16º;1.983º;0,4552;19º;2.221º;0,4268;13º;1.775º;0,5872
150618;PA;Rondon do Pará;14º;1.686º;0,5916;12º;1.562º;0,6210;13º;1.846º;0,5384;12º;1.780º;0,5373;14º;1.786º;0,5931;20º;2.148º;0,4420
150619;PA;Rurópolis;53º;3.303º;0,0000;33º;2.821º;0,1540;28º;2.443º;0,3063;35º;2.858º;0,1542;49º;3.184º;0,0893;60º;3.482º;0,0000
150620;PA;Salinópolis;33º;2.679º;0,2042;54º;3.271º;0,0104;41º;3.018º;0,1187;31º;2.637º;0,2276;27º;2.497º;0,3299;19º;2.126º;0,4498
150630;PA;Salvaterra;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;nd;nd;nd;nd;nd;nd;nd;nd;nd
150635;PA;Santa Bárbara do Pará;36º;2.754º;0,1747;nd;nd;nd;nd;nd;nd;32º;2.714º;0,2036;59º;3.408º;0,0248;60º;3.482º;0,0000
150640;PA;Santa Cruz do Arari;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150650;PA;Santa Izabel do Pará;26º;2.520º;0,2674;26º;2.445º;0,2867;27º;2.413º;0,3187;33º;2.721º;0,2016;47º;3.123º;0,1076;57º;3.466º;0,0045
150655;PA;Santa Luzia do Pará;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150658;PA;Santa Maria das Barreiras;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150660;PA;Santa Maria do Pará;49º;3.270º;0,0101;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150670;PA;Santana do Araguaia;53º;3.303º;0,0000;58º;3.311º;0,0000;16º;2.092º;0,4304;21º;2.145º;0,3902;30º;2.684º;0,2558;40º;2.768º;0,2203
150680;PA;Santarém;17º;2.161º;0,4037;21º;2.283º;0,3458;21º;2.216º;0,3897;23º;2.155º;0,3873;26º;2.383º;0,3684;22º;2.233º;0,4138
150690;PA;Santarém Novo;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
150700;PA;Santo Antônio do Tauá;53º;3.303º;0,0000;nd;nd;nd;nd;nd;nd;nd;nd;nd;58º;3.396º;0,0293;54º;3.364º;0,0321
150710;PA;São Caetano de Odivelas;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;60º;3.482º;0,0000
150715;PA;São Domingos do Araguaia;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150720;PA;São Domingos do Capim;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;61º;3.512º;0,0000;nd;nd;nd
150730;PA;São Félix do Xingu;16º;1.942º;0,4933;16º;2.087º;0,4103;23º;2.307º;0,3576;24º;2.265º;0,3460;29º;2.667º;0,2620;41º;2.784º;0,2163
150740;PA;São Francisco do Pará;53º;3.303º;0,0000;nd;nd;nd;nd;nd;nd;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150745;PA;São Geraldo do Araguaia;29º;2.622º;0,2241;19º;2.188º;0,3777;nd;nd;nd;nd;nd;nd;nd;nd;nd;31º;2.588º;0,2846
150746;PA;São João da Ponta;nd;nd;nd;48º;3.201º;0,0363;31º;2.590º;0,2581;nd;nd;nd;51º;3.259º;0,0650;49º;3.150º;0,0988
150747;PA;São João de Pirabas;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150750;PA;São João do Araguaia;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;61º;3.512º;0,0000;60º;3.482º;0,0000
150760;PA;São Miguel do Guamá;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;58º;3.468º;0,0037
150770;PA;São Sebastião da Boa Vista;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;nd;nd;nd;nd;nd;nd;60º;3.482º;0,0000
150775;PA;Sapucaia;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;60º;3.409º;0,0235;60º;3.482º;0,0000
150780;PA;Senador José Porfírio;53º;3.303º;0,0000;22º;2.363º;0,3181;nd;nd;nd;nd;nd;nd;41º;2.977º;0,1541;32º;2.612º;0,2773
150790;PA;Soure;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150795;PA;Tailândia;28º;2.595º;0,2345;28º;2.504º;0,2633;38º;2.879º;0,1642;30º;2.626º;0,2301;24º;2.354º;0,3799;24º;2.261º;0,4021
150796;PA;Terra Alta;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
150797;PA;Terra Santa;53º;3.303º;0,0000;58º;3.311º;0,0000;39º;2.992º;0,1305;37º;2.959º;0,1266;44º;3.010º;0,1425;28º;2.483º;0,3192
150800;PA;Tomé-Açu;53º;3.303º;0,0000;58º;3.311º;0,0000;52º;3.307º;0,0277;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150803;PA;Tracuateua;53º;3.303º;0,0000;58º;3.311º;0,0000;nd;nd;nd;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150805;PA;Trairão;42º;3.040º;0,0830;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;32º;2.771º;0,2257;47º;3.086º;0,1179
150808;PA;Tucumã;53º;3.303º;0,0000;44º;3.081º;0,0748;56º;3.416º;0,0000;nd;nd;nd;61º;3.512º;0,0000;25º;2.281º;0,3937
150810;PA;Tucuruí;9º;1.067º;0,8896;14º;1.945º;0,4678;56º;3.416º;0,0000;18º;2.086º;0,4160;8º;1.301º;0,7971;14º;1.794º;0,5808
150812;PA;Ulianópolis;52º;3.301º;0,0008;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;50º;3.227º;0,0717
150815;PA;Uruará;39º;2.836º;0,1472;24º;2.438º;0,2898;25º;2.363º;0,3384;49º;3.400º;0,0090;40º;2.939º;0,1644;30º;2.543º;0,2994
150820;PA;Vigia;51º;3.284º;0,0070;40º;3.027º;0,0890;55º;3.400º;0,0036;51º;3.432º;0,0000;55º;3.339º;0,0455;60º;3.482º;0,0000
150830;PA;Viseu;53º;3.303º;0,0000;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;61º;3.512º;0,0000;60º;3.482º;0,0000
150835;PA;Vitória do Xingu;1º;1º;1,0000;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
150840;PA;Xinguara;21º;2.389º;0,3150;58º;3.311º;0,0000;56º;3.416º;0,0000;51º;3.432º;0,0000;56º;3.365º;0,0386;46º;3.078º;0,1210
160005;AP;Serra do Navio;6º;3.303º;0,0000;7º;3.311º;0,0000;6º;3.416º;0,0000;4º;3.176º;0,0651;5º;3.512º;0,0000;5º;3.354º;0,0353
160010;AP;Amapá;nd;nd;nd;4º;2.331º;0,3302;6º;3.416º;0,0000;6º;3.432º;0,0000;5º;3.512º;0,0000;8º;3.482º;0,0000
160015;AP;Pedra Branca do Amapari;1º;1º;1,0000;1º;1º;1,0000;2º;1.028º;0,8923;1º;1.538º;0,6326;2º;2.477º;0,3366;2º;1.757º;0,5967
160020;AP;Calçoene;nd;nd;nd;7º;3.311º;0,0000;6º;3.416º;0,0000;6º;3.432º;0,0000;5º;3.512º;0,0000;8º;3.482º;0,0000
160021;AP;Cutias;nd;nd;nd;7º;3.311º;0,0000;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
160023;AP;Ferreira Gomes;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;2º;2.098º;0,4112;3º;2.510º;0,3247;1º;1.079º;0,9038
160025;AP;Itaubal;6º;3.303º;0,0000;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;8º;3.482º;0,0000
160027;AP;Laranjal do Jari;6º;3.303º;0,0000;7º;3.311º;0,0000;3º;2.669º;0,2316;nd;nd;nd;5º;3.512º;0,0000;7º;3.462º;0,0047
160030;AP;Macapá;3º;2.076º;0,4389;3º;1.785º;0,5300;4º;2.884º;0,1634;3º;2.215º;0,3647;1º;2.447º;0,3490;3º;1.929º;0,5288
160040;AP;Mazagão;6º;3.303º;0,0000;7º;3.311º;0,0000;6º;3.416º;0,0000;nd;nd;nd;nd;nd;nd;8º;3.482º;0,0000
160050;AP;Oiapoque;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;5º;3.512º;0,0000;nd;nd;nd
160053;AP;Porto Grande;5º;3.299º;0,0015;6º;3.049º;0,0827;5º;3.335º;0,0215;5º;3.415º;0,0042;5º;3.512º;0,0000;8º;3.482º;0,0000
160055;AP;Pracuúba;nd;nd;nd;5º;2.656º;0,2073;nd;nd;nd;6º;3.432º;0,0000;5º;3.512º;0,0000;6º;3.406º;0,0204
160060;AP;Santana;4º;2.262º;0,3655;nd;nd;nd;nd;nd;nd;nd;nd;nd;4º;3.175º;0,0916;4º;2.356º;0,3632
160070;AP;Tartarugalzinho;6º;3.303º;0,0000;7º;3.311º;0,0000;nd;nd;nd;nd;nd;nd;5º;3.512º;0,0000;8º;3.482º;0,0000
160080;AP;Vitória do Jari;6º;3.303º;0,0000;7º;3.311º;0,0000;6º;3.416º;0,0000;6º;3.432º;0,0000;5º;3.512º;0,0000;8º;3.482º;0,0000
