Código;UF;Município;Ranking Estadual 2013;Ranking IFGF Investimentos 2013;IFGF Investimentos 2013;Ranking Estadual 2014;Ranking IFGF Investimentos 2014;IFGF Investimentos 2014;Ranking Estadual 2015;Ranking IFGF Investimentos 2015;IFGF Investimentos 2015;Ranking Estadual 2016;Ranking IFGF Investimentos 2016;IFGF Investimentos 2016;Ranking Estadual 2017;Ranking IFGF Investimentos 2017;IFGF Investimentos 2017;Ranking Estadual 2018;Ranking IFGF Investimentos 2018;IFGF Investimentos 2018
150040;PA;Alenquer;57º;2.063º;0,5799;36º;1.338º;0,8959;96º;4.164º;0,2514;87º;4.956º;0,1033;122º;5.277º;0,0470;126º;5.200º;0,0907
150050;PA;Almeirim;88º;3.672º;0,3319;111º;4.699º;0,2659;104º;5.243º;0,0694;72º;4.072º;0,2457;32º;1.350º;0,4914;108º;3.881º;0,2842
150060;PA;Altamira;64º;2.542º;0,4941;1º;1º;1,0000;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
150070;PA;Anajás;67º;2.607º;0,4835;100º;3.994º;0,3948;nd;nd;nd;nd;nd;nd;105º;4.435º;0,1430;86º;2.997º;0,3792
150080;PA;Ananindeua;23º;583º;0,9914;1º;1º;1,0000;46º;1.537º;0,6151;37º;2.167º;0,5071;29º;1.316º;0,4980;32º;840º;0,7807
150085;PA;Anapu;1º;1º;1,0000;nd;nd;nd;1º;1º;1,0000;13º;614º;0,9425;63º;2.829º;0,2859;28º;632º;0,8732
150090;PA;Augusto Corrêa;37º;1.224º;0,7575;46º;1.755º;0,7972;55º;1.949º;0,5445;38º;2.290º;0,4886;66º;2.960º;0,2744;64º;2.173º;0,4905
150095;PA;Aurora do Pará;117º;5.231º;0,0673;97º;3.619º;0,4528;37º;1.302º;0,6675;85º;4.858º;0,1239;125º;5.379º;0,0242;115º;4.311º;0,2329
150100;PA;Aveiro;55º;1.994º;0,5952;nd;nd;nd;nd;nd;nd;nd;nd;nd;31º;1.349º;0,4916;50º;1.713º;0,5669
150110;PA;Bagre;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
150120;PA;Baião;nd;nd;nd;27º;1.020º;0,9941;16º;471º;0,9831;42º;2.574º;0,4442;30º;1.341º;0,4926;109º;3.911º;0,2803
150125;PA;Bannach;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;23º;1.268º;0,6936;70º;3.037º;0,2665;1º;1º;1,0000
150130;PA;Barcarena;82º;3.212º;0,3955;63º;2.319º;0,6738;54º;1.930º;0,5482;31º;1.715º;0,5916;40º;1.848º;0,4066;65º;2.185º;0,4884
150140;PA;Belém;44º;1.575º;0,6744;80º;2.937º;0,5684;45º;1.518º;0,6184;19º;1.001º;0,7768;22º;840º;0,6073;51º;1.717º;0,5667
150145;PA;Belterra;81º;3.171º;0,4011;82º;3.011º;0,5554;58º;2.064º;0,5276;63º;3.831º;0,2769;108º;4.597º;0,1291;102º;3.584º;0,3166
150150;PA;Benevides;75º;2.854º;0,4453;49º;1.877º;0,7724;20º;552º;0,9337;83º;4.586º;0,1714;1º;1º;1,0000;31º;776º;0,8092
150157;PA;Bom Jesus do Tocantins;54º;1.983º;0,5972;104º;4.259º;0,3491;40º;1.392º;0,6456;45º;2.744º;0,4212;62º;2.825º;0,2864;81º;2.685º;0,4188
150160;PA;Bonito;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;72º;3.104º;0,2602;112º;4.067º;0,2606
150170;PA;Bragança;101º;4.244º;0,2542;109º;4.588º;0,2891;59º;2.080º;0,5243;nd;nd;nd;36º;1.551º;0,4543;21º;485º;0,9620
150172;PA;Brasil Novo;76º;2.882º;0,4424;81º;2.994º;0,5579;nd;nd;nd;nd;nd;nd;24º;944º;0,5815;53º;1.786º;0,5523
150175;PA;Brejo Grande do Araguaia;24º;600º;0,9808;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;25º;956º;0,5790;1º;1º;1,0000
150178;PA;Breu Branco;36º;1.150º;0,7797;1º;1º;1,0000;32º;1.096º;0,7215;27º;1.506º;0,6347;42º;1.885º;0,4014;40º;1.285º;0,6570
150180;PA;Breves;43º;1.556º;0,6767;nd;nd;nd;nd;nd;nd;nd;nd;nd;79º;3.418º;0,2292;105º;3.768º;0,2959
150190;PA;Bujaru;66º;2.556º;0,4923;72º;2.665º;0,6103;91º;3.704º;0,3081;nd;nd;nd;64º;2.842º;0,2847;67º;2.209º;0,4854
150195;PA;Cachoeira do Piriá;79º;3.026º;0,4227;39º;1.415º;0,8763;nd;nd;nd;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
150200;PA;Cachoeira do Arari;118º;5.233º;0,0645;48º;1.858º;0,7764;nd;nd;nd;nd;nd;nd;nd;nd;nd;93º;3.214º;0,3554
150210;PA;Cametá;83º;3.290º;0,3859;nd;nd;nd;77º;3.203º;0,3702;77º;4.268º;0,2176;121º;5.192º;0,0634;nd;nd;nd
150215;PA;Canaã dos Carajás;29º;957º;0,8373;1º;1º;1,0000;26º;790º;0,8261;44º;2.681º;0,4295;58º;2.694º;0,3008;37º;1.149º;0,6873
150220;PA;Capanema;95º;3.967º;0,2938;102º;4.025º;0,3903;100º;4.813º;0,1627;76º;4.249º;0,2199;104º;4.427º;0,1435;46º;1.571º;0,5949
150230;PA;Capitão Poço;1º;1º;1,0000;59º;2.234º;0,6902;nd;nd;nd;22º;1.258º;0,6954;43º;1.907º;0,3982;1º;1º;1,0000
150240;PA;Castanhal;71º;2.760º;0,4601;88º;3.270º;0,5118;94º;4.124º;0,2557;82º;4.492º;0,1844;112º;4.755º;0,1140;91º;3.183º;0,3593
150250;PA;Chaves;103º;4.298º;0,2463;1º;1º;1,0000;76º;3.202º;0,3702;62º;3.704º;0,2961;1º;1º;1,0000;106º;3.809º;0,2916
150260;PA;Colares;nd;nd;nd;38º;1.383º;0,8861;63º;2.306º;0,4895;57º;3.313º;0,3450;96º;4.070º;0,1732;117º;4.558º;0,2031
150270;PA;Conceição do Araguaia;63º;2.337º;0,5287;65º;2.374º;0,6636;14º;456º;0,9943;60º;3.486º;0,3223;81º;3.529º;0,2188;30º;771º;0,8102
150275;PA;Concórdia do Pará;114º;5.054º;0,1163;84º;3.048º;0,5494;nd;nd;nd;nd;nd;nd;54º;2.407º;0,3326;104º;3.718º;0,3010
150276;PA;Cumaru do Norte;1º;1º;1,0000;nd;nd;nd;27º;819º;0,8130;55º;3.179º;0,3627;14º;554º;0,7122;25º;553º;0,9146
150277;PA;Curionópolis;28º;913º;0,8526;1º;1º;1,0000;30º;957º;0,7609;18º;977º;0,7830;93º;3.991º;0,1809;1º;1º;1,0000
150280;PA;Curralinho;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
150285;PA;Curuá;41º;1.491º;0,6885;43º;1.591º;0,8315;88º;3.637º;0,3156;80º;4.406º;0,1947;100º;4.207º;0,1619;43º;1.508º;0,6104
150290;PA;Curuçá;nd;nd;nd;54º;2.108º;0,7198;31º;1.053º;0,7334;30º;1.708º;0,5933;33º;1.382º;0,4839;nd;nd;nd
150293;PA;Dom Eliseu;32º;1.028º;0,8193;96º;3.606º;0,4545;18º;538º;0,9407;1º;1º;1,0000;53º;2.353º;0,3395;49º;1.699º;0,5696
150295;PA;Eldorado do Carajás;33º;1.045º;0,8127;nd;nd;nd;nd;nd;nd;nd;nd;nd;73º;3.142º;0,2569;110º;4.019º;0,2650
150300;PA;Faro;99º;4.162º;0,2649;69º;2.568º;0,6274;33º;1.147º;0,7060;nd;nd;nd;nd;nd;nd;nd;nd;nd
150304;PA;Floresta do Araguaia;34º;1.059º;0,8083;1º;1º;1,0000;39º;1.374º;0,6491;15º;734º;0,8877;74º;3.235º;0,2468;99º;3.412º;0,3333
150307;PA;Garrafão do Norte;nd;nd;nd;79º;2.935º;0,5687;nd;nd;nd;nd;nd;nd;13º;518º;0,7290;75º;2.412º;0,4546
150309;PA;Goianésia do Pará;48º;1.806º;0,6318;37º;1.349º;0,8932;99º;4.809º;0,1630;90º;5.186º;0,0391;28º;1.303º;0,5012;48º;1.695º;0,5704
150310;PA;Gurupá;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;8º;185º;0,9842;72º;2.378º;0,4601
150320;PA;Igarapé-Açu;73º;2.787º;0,4561;74º;2.744º;0,5978;48º;1.663º;0,5920;47º;2.944º;0,3938;120º;5.136º;0,0700;70º;2.322º;0,4695
150330;PA;Igarapé-Miri;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;122º;4.900º;0,1522
150340;PA;Inhangapi;nd;nd;nd;76º;2.793º;0,5892;97º;4.661º;0,1874;84º;4.621º;0,1659;118º;5.017º;0,0853;1º;1º;1,0000
150345;PA;Ipixuna do Pará;22º;581º;0,9921;32º;1.151º;0,9516;19º;544º;0,9375;nd;nd;nd;nd;nd;nd;nd;nd;nd
150350;PA;Irituia;111º;4.826º;0,1643;61º;2.289º;0,6802;72º;2.946º;0,4020;69º;3.991º;0,2562;113º;4.773º;0,1122;92º;3.194º;0,3575
150360;PA;Itaituba;68º;2.645º;0,4763;108º;4.554º;0,2943;67º;2.682º;0,4362;49º;2.968º;0,3907;27º;1.211º;0,5209;24º;542º;0,9219
150370;PA;Itupiranga;46º;1.651º;0,6585;33º;1.153º;0,9514;25º;744º;0,8464;66º;3.972º;0,2594;44º;2.011º;0,3835;89º;3.168º;0,3618
150375;PA;Jacareacanga;45º;1.609º;0,6686;42º;1.517º;0,8502;28º;850º;0,7996;1º;1º;1,0000;50º;2.121º;0,3698;22º;493º;0,9541
150380;PA;Jacundá;74º;2.798º;0,4540;116º;5.161º;0,1208;95º;4.132º;0,2544;48º;2.951º;0,3933;nd;nd;nd;121º;4.890º;0,1534
150390;PA;Juruti;105º;4.326º;0,2425;105º;4.299º;0,3438;73º;2.963º;0,3999;91º;5.210º;0,0291;99º;4.163º;0,1659;94º;3.225º;0,3543
150400;PA;Limoeiro do Ajuru;91º;3.742º;0,3227;106º;4.300º;0,3435;17º;488º;0,9661;nd;nd;nd;65º;2.880º;0,2814;120º;4.876º;0,1552
150405;PA;Mãe do Rio;106º;4.404º;0,2312;73º;2.690º;0,6064;86º;3.573º;0,3237;nd;nd;nd;92º;3.907º;0,1867;36º;1.072º;0,7071
150410;PA;Magalhães Barata;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;1º;1º;1,0000;34º;939º;0,7502
150420;PA;Marabá;85º;3.302º;0,3837;62º;2.316º;0,6744;50º;1.753º;0,5770;68º;3.989º;0,2569;69º;3.022º;0,2676;52º;1.734º;0,5645
150430;PA;Maracanã;116º;5.202º;0,0752;50º;1.880º;0,7720;23º;685º;0,8708;nd;nd;nd;47º;2.063º;0,3771;113º;4.261º;0,2385
150440;PA;Marapanim;113º;5.036º;0,1200;53º;2.053º;0,7329;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
150442;PA;Marituba;80º;3.031º;0,4219;87º;3.257º;0,5147;75º;3.187º;0,3720;81º;4.483º;0,1856;84º;3.709º;0,2031;61º;2.085º;0,5044
150445;PA;Medicilândia;98º;4.161º;0,2649;99º;3.693º;0,4418;101º;5.104º;0,1064;71º;4.062º;0,2467;89º;3.816º;0,1938;103º;3.637º;0,3107
150450;PA;Melgaço;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;119º;5.103º;0,0748;97º;3.294º;0,3458
150460;PA;Mocajuba;42º;1.495º;0,6879;nd;nd;nd;nd;nd;nd;nd;nd;nd;126º;5.409º;0,0129;33º;882º;0,7680
150470;PA;Moju;84º;3.301º;0,3837;78º;2.902º;0,5740;81º;3.428º;0,3403;75º;4.214º;0,2264;49º;2.095º;0,3723;nd;nd;nd
150475;PA;Mojuí dos Campos;nd;nd;nd;1º;1º;1,0000;29º;861º;0,7974;39º;2.361º;0,4783;1º;1º;1,0000;73º;2.395º;0,4582
150480;PA;Monte Alegre;39º;1.363º;0,7184;115º;5.084º;0,1612;105º;5.257º;0,0625;86º;4.922º;0,1097;95º;4.049º;0,1757;90º;3.175º;0,3607
150490;PA;Muaná;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
150495;PA;Nova Esperança do Piriá;nd;nd;nd;nd;nd;nd;1º;1º;1,0000;43º;2.589º;0,4422;117º;4.924º;0,0966;nd;nd;nd
150497;PA;Nova Ipixuna;86º;3.442º;0,3670;103º;4.029º;0,3897;84º;3.511º;0,3308;88º;5.130º;0,0561;75º;3.289º;0,2415;96º;3.285º;0,3465
150500;PA;Nova Timboteua;1º;1º;1,0000;1º;1º;1,0000;nd;nd;nd;nd;nd;nd;51º;2.191º;0,3594;47º;1.585º;0,5921
150503;PA;Novo Progresso;1º;1º;1,0000;89º;3.334º;0,4997;103º;5.199º;0,0877;59º;3.451º;0,3274;86º;3.755º;0,1989;60º;2.023º;0,5148
150506;PA;Novo Repartimento;47º;1.680º;0,6543;95º;3.601º;0,4555;70º;2.819º;0,4179;73º;4.089º;0,2439;71º;3.103º;0,2603;78º;2.571º;0,4330
150510;PA;Óbidos;60º;2.178º;0,5588;70º;2.584º;0,6241;69º;2.705º;0,4327;74º;4.153º;0,2345;115º;4.855º;0,1039;127º;5.207º;0,0884
150520;PA;Oeiras do Pará;25º;675º;0,9449;85º;3.178º;0,5283;89º;3.656º;0,3136;nd;nd;nd;103º;4.384º;0,1474;85º;2.958º;0,3849
150530;PA;Oriximiná;53º;1.952º;0,6024;91º;3.486º;0,4749;66º;2.643º;0,4416;nd;nd;nd;77º;3.370º;0,2330;84º;2.902º;0,3910
150540;PA;Ourém;30º;1.009º;0,8240;30º;1.041º;0,9860;1º;1º;1,0000;17º;834º;0,8406;21º;812º;0,6176;1º;1º;1,0000
150543;PA;Ourilândia do Norte;102º;4.285º;0,2476;94º;3.556º;0,4616;49º;1.727º;0,5815;34º;1.900º;0,5548;38º;1.615º;0,4420;1º;1º;1,0000
150548;PA;Pacajá;109º;4.752º;0,1768;98º;3.675º;0,4439;53º;1.889º;0,5565;nd;nd;nd;109º;4.671º;0,1233;59º;2.019º;0,5152
150549;PA;Palestina do Pará;nd;nd;nd;47º;1.803º;0,7905;42º;1.464º;0,6301;nd;nd;nd;55º;2.408º;0,3326;nd;nd;nd
150550;PA;Paragominas;1º;1º;1,0000;92º;3.507º;0,4712;93º;3.869º;0,2873;40º;2.410º;0,4692;12º;357º;0,8220;57º;1.847º;0,5427
150553;PA;Parauapebas;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;15º;600º;0,6945;1º;1º;1,0000
150555;PA;Pau D'Arco;1º;1º;1,0000;1º;1º;1,0000;21º;595º;0,9116;1º;1º;1,0000;10º;311º;0,8449;26º;611º;0,8820
150560;PA;Peixe-Boi;94º;3.927º;0,3002;44º;1.690º;0,8107;65º;2.483º;0,4648;79º;4.333º;0,2062;1º;1º;1,0000;35º;984º;0,7341
150563;PA;Piçarra;59º;2.124º;0,5674;86º;3.201º;0,5247;74º;3.152º;0,3756;33º;1.812º;0,5728;26º;962º;0,5760;118º;4.589º;0,1991
150565;PA;Placas;110º;4.769º;0,1734;110º;4.636º;0,2781;85º;3.531º;0,3286;32º;1.797º;0,5748;111º;4.707º;0,1192;29º;710º;0,8344
150570;PA;Ponta de Pedras;93º;3.882º;0,3060;1º;1º;1,0000;60º;2.083º;0,5240;70º;4.051º;0,2486;78º;3.412º;0,2295;68º;2.225º;0,4838
150580;PA;Portel;72º;2.766º;0,4591;51º;2.009º;0,7426;92º;3.833º;0,2914;nd;nd;nd;106º;4.499º;0,1381;125º;5.144º;0,1049
150590;PA;Porto de Moz;38º;1.238º;0,7529;nd;nd;nd;nd;nd;nd;nd;nd;nd;60º;2.772º;0,2927;44º;1.556º;0,5972
150600;PA;Prainha;78º;2.974º;0,4288;71º;2.631º;0,6164;nd;nd;nd;nd;nd;nd;nd;nd;nd;119º;4.700º;0,1839
150610;PA;Primavera;58º;2.085º;0,5760;34º;1.174º;0,9440;44º;1.504º;0,6212;14º;655º;0,9265;98º;4.160º;0,1662;88º;3.067º;0,3712
150611;PA;Quatipuru;nd;nd;nd;93º;3.513º;0,4694;nd;nd;nd;nd;nd;nd;124º;5.321º;0,0382;42º;1.390º;0,6353
150613;PA;Redenção;65º;2.553º;0,4926;83º;3.027º;0,5524;nd;nd;nd;53º;3.146º;0,3661;80º;3.505º;0,2208;74º;2.404º;0,4563
150616;PA;Rio Maria;nd;nd;nd;1º;1º;1,0000;47º;1.653º;0,5937;46º;2.864º;0,4023;48º;2.088º;0,3729;1º;1º;1,0000
150618;PA;Rondon do Pará;40º;1.488º;0,6896;101º;4.005º;0,3929;98º;4.775º;0,1677;26º;1.407º;0,6602;97º;4.084º;0,1717;95º;3.247º;0,3518
150619;PA;Rurópolis;87º;3.581º;0,3440;52º;2.012º;0,7419;82º;3.445º;0,3391;52º;3.072º;0,3778;91º;3.902º;0,1874;39º;1.265º;0,6608
150620;PA;Salinópolis;100º;4.209º;0,2585;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
150630;PA;Salvaterra;108º;4.635º;0,1962;107º;4.355º;0,3326;87º;3.630º;0,3165;nd;nd;nd;nd;nd;nd;nd;nd;nd
150635;PA;Santa Bárbara do Pará;1º;1º;1,0000;nd;nd;nd;nd;nd;nd;16º;800º;0,8594;37º;1.560º;0,4518;87º;3.010º;0,3778
150640;PA;Santa Cruz do Arari;92º;3.795º;0,3174;112º;4.706º;0,2643;1º;1º;1,0000;1º;1º;1,0000;82º;3.543º;0,2172;116º;4.406º;0,2244
150650;PA;Santa Izabel do Pará;107º;4.435º;0,2258;66º;2.487º;0,6441;78º;3.238º;0,3653;56º;3.300º;0,3469;83º;3.663º;0,2076;62º;2.121º;0,4992
150655;PA;Santa Luzia do Pará;69º;2.687º;0,4704;1º;1º;1,0000;57º;1.975º;0,5397;nd;nd;nd;67º;2.967º;0,2737;76º;2.472º;0,4463
150658;PA;Santa Maria das Barreiras;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;24º;1.371º;0,6675;17º;664º;0,6670;1º;1º;1,0000
150660;PA;Santa Maria do Pará;61º;2.234º;0,5512;60º;2.265º;0,6836;71º;2.861º;0,4130;65º;3.895º;0,2694;59º;2.727º;0,2979;1º;1º;1,0000
150670;PA;Santana do Araguaia;70º;2.703º;0,4675;1º;1º;1,0000;90º;3.672º;0,3117;51º;3.034º;0,3815;88º;3.785º;0,1956;124º;5.065º;0,1254
150680;PA;Santarém;50º;1.869º;0,6212;56º;2.131º;0,7134;36º;1.221º;0,6873;29º;1.682º;0,5987;34º;1.384º;0,4837;1º;1º;1,0000
150690;PA;Santarém Novo;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
150700;PA;Santo Antônio do Tauá;56º;2.048º;0,5836;nd;nd;nd;nd;nd;nd;nd;nd;nd;19º;786º;0,6262;55º;1.820º;0,5464
150710;PA;São Caetano de Odivelas;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;107º;3.855º;0,2870
150715;PA;São Domingos do Araguaia;104º;4.314º;0,2443;40º;1.437º;0,8706;35º;1.218º;0,6889;50º;3.009º;0,3851;110º;4.704º;0,1198;100º;3.447º;0,3294
150720;PA;São Domingos do Capim;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;90º;3.894º;0,1879;nd;nd;nd
150730;PA;São Félix do Xingu;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;11º;322º;0,8394;41º;1.373º;0,6408
150740;PA;São Francisco do Pará;1º;1º;1,0000;nd;nd;nd;nd;nd;nd;nd;nd;nd;85º;3.720º;0,2018;79º;2.601º;0,4293
150745;PA;São Geraldo do Araguaia;1º;1º;1,0000;1º;1º;1,0000;nd;nd;nd;nd;nd;nd;nd;nd;nd;69º;2.304º;0,4719
150746;PA;São João da Ponta;nd;nd;nd;113º;4.831º;0,2338;61º;2.255º;0,4963;nd;nd;nd;9º;203º;0,9561;1º;1º;1,0000
150747;PA;São João de Pirabas;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;39º;1.766º;0,4185;123º;5.025º;0,1332
150750;PA;São João do Araguaia;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;116º;4.908º;0,0981;83º;2.887º;0,3923
150760;PA;São Miguel do Guamá;89º;3.680º;0,3303;55º;2.115º;0,7182;38º;1.354º;0,6552;35º;2.102º;0,5176;101º;4.227º;0,1604;1º;1º;1,0000
150770;PA;São Sebastião da Boa Vista;27º;858º;0,8756;64º;2.343º;0,6709;22º;599º;0,9094;nd;nd;nd;nd;nd;nd;45º;1.557º;0,5971
150775;PA;Sapucaia;62º;2.285º;0,5401;58º;2.174º;0,7009;56º;1.961º;0,5422;54º;3.154º;0,3653;76º;3.297º;0,2406;63º;2.129º;0,4977
150780;PA;Senador José Porfírio;115º;5.099º;0,1069;114º;4.907º;0,2140;nd;nd;nd;nd;nd;nd;123º;5.299º;0,0429;1º;1º;1,0000
150790;PA;Soure;35º;1.128º;0,7857;75º;2.791º;0,5897;80º;3.425º;0,3405;41º;2.565º;0,4460;102º;4.253º;0,1588;82º;2.756º;0,4093
150795;PA;Tailândia;96º;4.058º;0,2797;90º;3.377º;0,4933;83º;3.480º;0,3335;67º;3.979º;0,2589;57º;2.653º;0,3044;101º;3.511º;0,3235
150796;PA;Terra Alta;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
150797;PA;Terra Santa;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;35º;1.479º;0,4669;1º;1º;1,0000
150800;PA;Tomé-Açu;1º;1º;1,0000;29º;1.037º;0,9891;15º;464º;0,9894;12º;563º;0,9861;46º;2.057º;0,3780;114º;4.280º;0,2362
150803;PA;Tracuateua;52º;1.940º;0,6051;31º;1.048º;0,9832;nd;nd;nd;78º;4.274º;0,2155;114º;4.811º;0,1097;98º;3.345º;0,3403
150805;PA;Trairão;1º;1º;1,0000;41º;1.487º;0,8570;62º;2.273º;0,4932;64º;3.854º;0,2748;107º;4.519º;0,1361;56º;1.828º;0,5456
150808;PA;Tucumã;49º;1.847º;0,6251;67º;2.489º;0,6435;79º;3.357º;0,3504;nd;nd;nd;56º;2.550º;0,3164;111º;4.045º;0,2626
150810;PA;Tucuruí;1º;1º;1,0000;28º;1.022º;0,9932;24º;711º;0,8598;1º;1º;1,0000;16º;645º;0,6752;77º;2.516º;0,4402
150812;PA;Ulianópolis;26º;684º;0,9403;1º;1º;1,0000;1º;1º;1,0000;20º;1.077º;0,7519;18º;692º;0,6563;58º;1.958º;0,5255
150815;PA;Uruará;97º;4.069º;0,2785;35º;1.199º;0,9389;51º;1.786º;0,5709;92º;5.212º;0,0281;45º;2.023º;0,3813;23º;516º;0,9367
150820;PA;Vigia;1º;1º;1,0000;45º;1.715º;0,8049;43º;1.475º;0,6272;28º;1.601º;0,6152;94º;4.025º;0,1779;66º;2.200º;0,4864
150830;PA;Viseu;1º;1º;1,0000;26º;1.006º;0,9984;41º;1.400º;0,6443;21º;1.166º;0,7244;23º;933º;0,5836;20º;457º;0,9760
150835;PA;Vitória do Xingu;1º;1º;1,0000;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
150840;PA;Xinguara;77º;2.905º;0,4394;57º;2.144º;0,7102;68º;2.698º;0,4338;36º;2.151º;0,5095;41º;1.879º;0,4021;54º;1.793º;0,5507
160005;AP;Serra do Navio;7º;2.179º;0,5587;1º;1º;1,0000;9º;5.263º;0,0581;2º;985º;0,7811;10º;4.493º;0,1386;8º;3.485º;0,3253
160010;AP;Amapá;nd;nd;nd;10º;3.045º;0,5497;6º;3.546º;0,3265;1º;603º;0,9508;13º;5.402º;0,0169;3º;1.277º;0,6588
160015;AP;Pedra Branca do Amapari;4º;763º;0,9137;1º;1º;1,0000;4º;3.006º;0,3927;5º;3.166º;0,3638;6º;3.560º;0,2158;9º;4.046º;0,2625
160020;AP;Calçoene;nd;nd;nd;9º;2.586º;0,6233;3º;2.871º;0,4117;9º;4.337º;0,2054;3º;2.903º;0,2798;10º;4.072º;0,2603
160021;AP;Cutias;nd;nd;nd;1º;1º;1,0000;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
160023;AP;Ferreira Gomes;1º;1º;1,0000;7º;1.737º;0,8006;7º;3.557º;0,3253;8º;3.776º;0,2853;9º;4.284º;0,1561;12º;4.491º;0,2124
160025;AP;Itaubal;11º;5.278º;0,0264;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;11º;4.213º;0,2440
160027;AP;Laranjal do Jari;1º;1º;1,0000;8º;1.932º;0,7608;10º;5.322º;0,0279;nd;nd;nd;7º;4.073º;0,1727;7º;3.381º;0,3367
160030;AP;Macapá;8º;3.907º;0,3028;12º;3.914º;0,4074;5º;3.441º;0,3393;6º;3.315º;0,3447;5º;3.231º;0,2471;6º;2.665º;0,4214
160040;AP;Mazagão;3º;629º;0,9655;1º;1º;1,0000;1º;1º;1,0000;nd;nd;nd;nd;nd;nd;1º;428º;0,9957
160050;AP;Oiapoque;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;8º;4.257º;0,1585;nd;nd;nd
160053;AP;Porto Grande;10º;4.863º;0,1565;1º;1º;1,0000;2º;2.060º;0,5288;4º;2.766º;0,4187;1º;400º;0,7940;2º;541º;0,9228
160055;AP;Pracuúba;nd;nd;nd;1º;1º;1,0000;nd;nd;nd;3º;1.093º;0,7480;11º;4.596º;0,1292;14º;5.336º;0,0000
160060;AP;Santana;9º;4.679º;0,1895;nd;nd;nd;nd;nd;nd;nd;nd;nd;12º;4.809º;0,1098;13º;5.292º;0,0604
160070;AP;Tartarugalzinho;6º;1.895º;0,6149;11º;3.241º;0,5181;nd;nd;nd;nd;nd;nd;2º;2.342º;0,3405;5º;1.951º;0,5263
160080;AP;Vitória do Jari;5º;1.724º;0,6459;13º;4.606º;0,2847;8º;5.106º;0,1063;7º;3.417º;0,3319;4º;3.189º;0,2524;4º;1.795º;0,5504
170025;TO;Abreulândia;22º;643º;0,9612;34º;1.091º;0,9716;129º;5.267º;0,0572;115º;3.999º;0,2545;84º;2.734º;0,2972;115º;4.249º;0,2400
170030;TO;Aguiarnópolis;43º;1.194º;0,7660;35º;1.148º;0,9518;43º;1.394º;0,6454;106º;3.271º;0,3509;1º;1º;1,0000;37º;1.024º;0,7223
170035;TO;Aliança do Tocantins;26º;714º;0,9306;112º;4.138º;0,3720;31º;985º;0,7484;1º;1º;1,0000;39º;963º;0,5759;51º;1.483º;0,6152
170040;TO;Almas;55º;1.747º;0,6421;52º;1.672º;0,8141;102º;3.797º;0,2952;79º;2.300º;0,4878;107º;3.808º;0,1944;67º;1.964º;0,5246
170070;TO;Alvorada;111º;3.866º;0,3077;128º;4.951º;0,2010;22º;791º;0,8259;1º;1º;1,0000;42º;1.110º;0,5407;1º;1º;1,0000
170100;TO;Ananás;1º;1º;1,0000;94º;3.423º;0,4860;99º;3.733º;0,3041;120º;4.451º;0,1888;77º;2.559º;0,3158;41º;1.185º;0,6786
170105;TO;Angico;32º;884º;0,8644;nd;nd;nd;85º;3.101º;0,3821;66º;1.785º;0,5771;44º;1.152º;0,5329;92º;2.994º;0,3795
