Tabela 1301 - Área e Densidade demográfica da unidade territorial;;;
Variável - Densidade demográfica da unidade territorial (Habitante por quilômetro quadrado);;;
Nível;Cód.;Município;Ano
MU;2109502;Riachão (MA);3,17
MU;2109551;Ribamar Fiquene (MA);9,75
MU;2109601;Rosário (MA);57,77
MU;2109700;Sambaíba (MA);2,21
MU;2109759;Santa Filomena do Maranhão (MA);11,72
MU;2109809;Santa Helena (MA);16,94
MU;2109908;Santa Inês (MA);188,49
MU;2110005;Santa Luzia (MA);15,54
MU;2110039;Santa Luzia do Paruá (MA);25,24
MU;2110104;Santa Quitéria do Maranhão (MA);15,22
MU;2110203;Santa Rita (MA);45,82
MU;2110237;Santana do Maranhão (MA);12,51
MU;2110278;Santo Amaro do Maranhão (MA);8,63
MU;2110302;Santo Antônio dos Lopes (MA);18,53
MU;2110401;São Benedito do Rio Preto (MA);19,11
MU;2110500;São Bento (MA);88,74
MU;2110609;São Bernardo (MA);26,29
MU;2110658;São Domingos do Azeitão (MA);7,27
MU;2110708;São Domingos do Maranhão (MA);29,17
MU;2110807;São Félix de Balsas (MA);2,31
MU;2110856;São Francisco do Brejão (MA);13,76
MU;2110906;São Francisco do Maranhão (MA);5,17
MU;2111003;São João Batista (MA);28,84
MU;2111029;São João do Carú (MA);19,99
MU;2111052;São João do Paraíso (MA);5,27
MU;2111078;São João do Soter (MA);11,99
MU;2111102;São João dos Patos (MA);16,61
MU;2111201;São José de Ribamar (MA);419,82
MU;2111250;São José dos Basílios (MA);20,67
MU;2111300;São Luís (MA);1215,69
MU;2111409;São Luís Gonzaga do Maranhão (MA);20,81
MU;2111508;São Mateus do Maranhão (MA);49,91
MU;2111532;São Pedro da Água Branca (MA);16,69
MU;2111573;São Pedro dos Crentes (MA);4,52
MU;2111607;São Raimundo das Mangabeiras (MA);4,96
MU;2111631;São Raimundo do Doca Bezerra (MA);14,52
MU;2111672;São Roberto (MA);26,19
MU;2111706;São Vicente Ferrer (MA);53,38
MU;2111722;Satubinha (MA);27,14
MU;2111748;Senador Alexandre Costa (MA);24,05
MU;2111763;Senador La Rocque (MA);14,55
MU;2111789;Serrano do Maranhão (MA);9,06
MU;2111805;Sítio Novo (MA);5,46
MU;2111904;Sucupira do Norte (MA);9,72
MU;2111953;Sucupira do Riachão (MA);8,17
MU;2112001;Tasso Fragoso (MA);1,78
MU;2112100;Timbiras (MA);18,83
MU;2112209;Timon (MA);89,18
MU;2112233;Trizidela do Vale (MA);85,01
MU;2112274;Tufilândia (MA);20,65
MU;2112308;Tuntum (MA);11,56
MU;2112407;Turiaçu (MA);13,16
MU;2112456;Turilândia (MA);15,11
MU;2112506;Tutóia (MA);31,96
MU;2112605;Urbano Santos (MA);20,35
MU;2112704;Vargem Grande (MA);25,24
MU;2112803;Viana (MA);42,36
MU;2112852;Vila Nova dos Martírios (MA);9,47
MU;2112902;Vitória do Mearim (MA);43,56
MU;2113009;Vitorino Freire (MA);24,26
MU;2114007;Zé Doca (MA);20,77
MU;2200053;Acauã (PI);5,27
MU;2200103;Agricolândia (PI);45,35
MU;2200202;Água Branca (PI);169,53
MU;2200251;Alagoinha do Piauí (PI);13,77
MU;2200277;Alegrete do Piauí (PI);18,23
MU;2200301;Alto Longá (PI);7,85
MU;2200400;Altos (PI);40,54
MU;2200459;Alvorada do Gurguéia (PI);2,37
MU;2200509;Amarante (PI);14,83
MU;2200608;Angical do Piauí (PI);29,86
MU;2200707;Anísio de Abreu (PI);26,93
MU;2200806;Antônio Almeida (PI);4,71
MU;2200905;Aroazes (PI);7,03
MU;2200954;Aroeiras do Itaim (PI);9,49
MU;2201002;Arraial (PI);6,87
MU;2201051;Assunção do Piauí (PI);4,44
MU;2201101;Avelino Lopes (PI);8,48
MU;2201150;Baixa Grande do Ribeiro (PI);1,35
MU;2201176;Barra D'Alcântara (PI);14,63
MU;2201200;Barras (PI);26,08
MU;2201309;Barreiras do Piauí (PI);1,59
MU;2201408;Barro Duro (PI);50,39
MU;2201507;Batalha (PI);16,22
MU;2201556;Bela Vista do Piauí (PI);7,57
MU;2201572;Belém do Piauí (PI);13,5
MU;2201606;Beneditinos (PI);12,57
MU;2201705;Bertolínia (PI);4,34
MU;2201739;Betânia do Piauí (PI);10,65
MU;2201770;Boa Hora (PI);18,65
MU;2201804;Bocaina (PI);16,27
MU;2201903;Bom Jesus (PI);4,14
MU;2201919;Bom Princípio do Piauí (PI);10,17
MU;2201929;Bonfim do Piauí (PI);18,65
MU;2201945;Boqueirão do Piauí (PI);22,25
MU;2201960;Brasileira (PI);9,04
MU;2201988;Brejo do Piauí (PI);1,76
MU;2202000;Buriti dos Lopes (PI);27,6
MU;2202026;Buriti dos Montes (PI);3,01
MU;2202059;Cabeceiras do Piauí (PI);16,31
MU;2202075;Cajazeiras do Piauí (PI);6,5
MU;2202083;Cajueiro da Praia (PI);26,36
MU;2202091;Caldeirão Grande do Piauí (PI);11,46
MU;2202109;Campinas do Piauí (PI);6,51
MU;2202117;Campo Alegre do Fidalgo (PI);7,13
MU;2202133;Campo Grande do Piauí (PI);17,93
MU;2202174;Campo Largo do Piauí (PI);14,24
MU;2202208;Campo Maior (PI);26,96
MU;2202251;Canavieira (PI);1,81
MU;2202307;Canto do Buriti (PI);4,63
MU;2202406;Capitão de Campos (PI);18,5
MU;2202455;Capitão Gervásio Oliveira (PI);3,42
MU;2202505;Caracol (PI);6,34
MU;2202539;Caraúbas do Piauí (PI);11,72
MU;2202554;Caridade do Piauí (PI);9,63
MU;2202604;Castelo do Piauí (PI);9,01
MU;2202653;Caxingó (PI);10,32
MU;2202703;Cocal (PI);20,51
MU;2202711;Cocal de Telha (PI);16,04
MU;2202729;Cocal dos Alves (PI);15,58
MU;2202737;Coivaras (PI);7,85
MU;2202752;Colônia do Gurguéia (PI);14,02
MU;2202778;Colônia do Piauí (PI);7,84
MU;2202802;Conceição do Canindé (PI);5,38
MU;2202851;Coronel José Dias (PI);2,37
MU;2202901;Corrente (PI);8,33
MU;2203008;Cristalândia do Piauí (PI);6,51
MU;2203107;Cristino Castro (PI);5,41
MU;2203206;Curimatá (PI);4,6
MU;2203230;Currais (PI);1,49
MU;2203255;Curralinhos (PI);12,09
MU;2203271;Curral Novo do Piauí (PI);6,47
MU;2203305;Demerval Lobão (PI);61,24
MU;2203354;Dirceu Arcoverde (PI);6,56
MU;2203404;Dom Expedito Lopes (PI);29,99
MU;2203420;Domingos Mourão (PI);5,04
MU;2203453;Dom Inocêncio (PI);2,39
MU;2203503;Elesbão Veloso (PI);10,77
MU;2203602;Eliseu Martins (PI);4,28
MU;2203701;Esperantina (PI);41,45
MU;2203750;Fartura do Piauí (PI);7,12
MU;2203800;Flores do Piauí (PI);4,61
MU;2203859;Floresta do Piauí (PI);12,75
MU;2203909;Floriano (PI);16,92
MU;2204006;Francinópolis (PI);19,48
MU;2204105;Francisco Ayres (PI);6,82
MU;2204154;Francisco Macedo (PI);18,54
MU;2204204;Francisco Santos (PI);17,47
MU;2204303;Fronteiras (PI);14,33
MU;2204352;Geminiano (PI);11,84
MU;2204402;Gilbués (PI);2,98
MU;2204501;Guadalupe (PI);10,03
MU;2204550;Guaribas (PI);1,41
MU;2204600;Hugo Napoleão (PI);16,8
MU;2204659;Ilha Grande (PI);66,37
MU;2204709;Inhuma (PI);15,18
MU;2204808;Ipiranga do Piauí (PI);17,67
MU;2204907;Isaías Coelho (PI);10,59
MU;2205003;Itainópolis (PI);13,41
MU;2205102;Itaueira (PI);4,18
MU;2205151;Jacobina do Piauí (PI);4,17
MU;2205201;Jaicós (PI);20,85
MU;2205250;Jardim do Mulato (PI);8,45
MU;2205276;Jatobá do Piauí (PI);7,13
MU;2205300;Jerumenha (PI);2,35
MU;2205359;João Costa (PI);1,64
MU;2205409;Joaquim Pires (PI);18,68
MU;2205458;Joca Marques (PI);30,64
MU;2205508;José de Freitas (PI);24,11
MU;2205516;Juazeiro do Piauí (PI);5,75
MU;2205524;Júlio Borges (PI);4,14
MU;2205532;Jurema (PI);3,55
MU;2205540;Lagoinha do Piauí (PI);39,35
MU;2205557;Lagoa Alegre (PI);20,29
MU;2205565;Lagoa do Barro do Piauí (PI);3,58
MU;2205573;Lagoa de São Francisco (PI);41,26
MU;2205581;Lagoa do Piauí (PI);9,05
MU;2205599;Lagoa do Sítio (PI);6,03
MU;2205607;Landri Sales (PI);4,85
MU;2205706;Luís Correia (PI);26,52
MU;2205805;Luzilândia (PI);35,1
MU;2205854;Madeiro (PI);44,12
MU;2205904;Manoel Emídio (PI);3,22
MU;2205953;Marcolândia (PI);54,3
MU;2206001;Marcos Parente (PI);6,58
MU;2206050;Massapê do Piauí (PI);11,94
MU;2206100;Matias Olímpio (PI);46,26
MU;2206209;Miguel Alves (PI);23,17
MU;2206308;Miguel Leão (PI);13,4
MU;2206357;Milton Brandão (PI);4,93
MU;2206407;Monsenhor Gil (PI);18,17
MU;2206506;Monsenhor Hipólito (PI);18,41
MU;2206605;Monte Alegre do Piauí (PI);4,28
MU;2206654;Morro Cabeça no Tempo (PI);1,92
MU;2206670;Morro do Chapéu do Piauí (PI);19,8
MU;2206696;Murici dos Portelas (PI);17,57
MU;2206704;Nazaré do Piauí (PI);5,56
MU;2206720;Nazária (PI);22,19
MU;2206753;Nossa Senhora de Nazaré (PI);12,79
MU;2206803;Nossa Senhora dos Remédios (PI);22,89
MU;2206902;Novo Oriente do Piauí (PI);12,37
MU;2206951;Novo Santo Antônio (PI);6,77
MU;2207009;Oeiras (PI);13,19
MU;2207108;Olho D'Água do Piauí (PI);11,96
MU;2207207;Padre Marcos (PI);24,47
MU;2207306;Paes Landim (PI);10,11
MU;2207355;Pajeú do Piauí (PI);3,12
MU;2207405;Palmeira do Piauí (PI);2,47
MU;2207504;Palmeirais (PI);9,17
MU;2207553;Paquetá (PI);9,25
MU;2207603;Parnaguá (PI);3
MU;2207702;Parnaíba (PI);334,52
MU;2207751;Passagem Franca do Piauí (PI);5,35
MU;2207777;Patos do Piauí (PI);8,12
MU;2207793;Pau D'Arco do Piauí (PI);8,72
MU;2207801;Paulistana (PI);10,04
MU;2207850;Pavussu (PI);3,36
MU;2207900;Pedro II (PI);24,7
MU;2207934;Pedro Laurentino (PI);2,77
MU;2207959;Nova Santa Rita (PI);4,6
MU;2208007;Picos (PI);137,3
MU;2208106;Pimenteiras (PI);2,57
MU;2208205;Pio IX (PI);9,08
MU;2208304;Piracuruca (PI);11,57
MU;2208403;Piripiri (PI);43,89
MU;2208502;Porto (PI);47,08
MU;2208551;Porto Alegre do Piauí (PI);2,19
MU;2208601;Prata do Piauí (PI);15,71
MU;2208650;Queimada Nova (PI);6,32
MU;2208700;Redenção do Gurguéia (PI);3,4
MU;2208809;Regeneração (PI);14,03
MU;2208858;Riacho Frio (PI);1,91
MU;2208874;Ribeira do Piauí (PI);4,25
MU;2208908;Ribeiro Gonçalves (PI);1,72
MU;2209005;Rio Grande do Piauí (PI);9,86
MU;2209104;Santa Cruz do Piauí (PI);9,85
MU;2209153;Santa Cruz dos Milagres (PI);3,87
MU;2209203;Santa Filomena (PI);1,15
MU;2209302;Santa Luz (PI);4,65
MU;2209351;Santana do Piauí (PI);34,84
MU;2209377;Santa Rosa do Piauí (PI);15,14
MU;2209401;Santo Antônio de Lisboa (PI);15,51
MU;2209450;Santo Antônio dos Milagres (PI);62,12
MU;2209500;Santo Inácio do Piauí (PI);4,28
MU;2209559;São Braz do Piauí (PI);6,57
MU;2209609;São Félix do Piauí (PI);4,67
MU;2209658;São Francisco de Assis do Piauí (PI);5,06
MU;2209708;São Francisco do Piauí (PI);4,7
MU;2209757;São Gonçalo do Gurguéia (PI);2,04
MU;2209807;São Gonçalo do Piauí (PI);31,65
MU;2209856;São João da Canabrava (PI);9,26
MU;2209872;São João da Fronteira (PI);7,33
MU;2209906;São João da Serra (PI);6,12
MU;2209955;São João da Varjota (PI);11,77
MU;2209971;São João do Arraial (PI);34,38
MU;2210003;São João do Piauí (PI);12,8
MU;2210052;São José do Divino (PI);16,13
MU;2210102;São José do Peixe (PI);2,87
MU;2210201;São José do Piauí (PI);18,06
MU;2210300;São Julião (PI);22,07
MU;2210359;São Lourenço do Piauí (PI);6,58
MU;2210375;São Luis do Piauí (PI);11,62
MU;2210383;São Miguel da Baixa Grande (PI);5,49
MU;2210391;São Miguel do Fidalgo (PI);3,66
MU;2210409;São Miguel do Tapuio (PI);3,48
MU;2210508;São Pedro do Piauí (PI);26,32
MU;2210607;São Raimundo Nonato (PI);13,38
MU;2210623;Sebastião Barros (PI);3,98
MU;2210631;Sebastião Leal (PI);1,31
MU;2210656;Sigefredo Pacheco (PI);9,95
MU;2210706;Simões (PI);13,23
MU;2210805;Simplício Mendes (PI);8,97
MU;2210904;Socorro do Piauí (PI);5,94
MU;2210938;Sussuapara (PI);29,7
MU;2210953;Tamboril do Piauí (PI);1,73
MU;2210979;Tanque do Piauí (PI);6,57
MU;2211001;Teresina (PI);584,95
MU;2211100;União (PI);36,35
MU;2211209;Uruçuí (PI);2,4
MU;2211308;Valença do Piauí (PI);15,23
MU;2211357;Várzea Branca (PI);10,9
MU;2211407;Várzea Grande (PI);18,29
MU;2211506;Vera Mendes (PI);8,73
MU;2211605;Vila Nova do Piauí (PI);14,09
MU;2211704;Wall Ferraz (PI);15,85
MU;2300101;Abaiara (CE);58,69
MU;2300150;Acarape (CE);95,69
MU;2300200;Acaraú (CE);68,31
MU;2300309;Acopiara (CE);22,7
MU;2300408;Aiuaba (CE);6,66
MU;2300507;Alcântaras (CE);77,71
MU;2300606;Altaneira (CE);93,54
MU;2300705;Alto Santo (CE);12,22
MU;2300754;Amontada (CE);33,27
MU;2300804;Antonina do Norte (CE);26,85
MU;2300903;Apuiarés (CE);25,21
MU;2301000;Aquiraz (CE);150,5
MU;2301109;Aracati (CE);55,45
MU;2301208;Aracoiaba (CE);38,67
MU;2301257;Ararendá (CE);30,49
MU;2301307;Araripe (CE);18,81
MU;2301406;Aratuba (CE);100,44
MU;2301505;Arneiroz (CE);7,17
MU;2301604;Assaré (CE);20,11
MU;2301703;Aurora (CE);27,61
MU;2301802;Baixio (CE);41,15
MU;2301851;Banabuiú (CE);16,03
MU;2301901;Barbalha (CE);92,31
MU;2301950;Barreira (CE);81,25
MU;2302008;Barro (CE);30,22
MU;2302057;Barroquinha (CE);37,76
MU;2302107;Baturité (CE);107,98
MU;2302206;Beberibe (CE);30,37
MU;2302305;Bela Cruz (CE);37,45
MU;2302404;Boa Viagem (CE);18,51
MU;2302503;Brejo Santo (CE);68,12
MU;2302602;Camocim (CE);52,81
MU;2302701;Campos Sales (CE);24,48
MU;2302800;Canindé (CE);23,14
MU;2302909;Capistrano (CE);76,67
MU;2303006;Caridade (CE);23,65
MU;2303105;Cariré (CE);24,24
MU;2303204;Caririaçu (CE);41,41
MU;2303303;Cariús (CE);17,49
MU;2303402;Carnaubal (CE);45,9
MU;2303501;Cascavel (CE);78,99
MU;2303600;Catarina (CE);38,5
MU;2303659;Catunda (CE);12,71
MU;2303709;Caucaia (CE);265,93
MU;2303808;Cedro (CE);33,79
MU;2303907;Chaval (CE);52,95
MU;2303931;Choró (CE);15,76
MU;2303956;Chorozinho (CE);67,94
MU;2304004;Coreaú (CE);28,3
MU;2304103;Crateús (CE);24,37
MU;2304202;Crato (CE);104,87
MU;2304236;Croatá (CE);24,49
MU;2304251;Cruz (CE);67,28
MU;2304269;Deputado Irapuan Pinheiro (CE);19,33
MU;2304277;Ererê (CE);17,27
MU;2304285;Eusébio (CE);582,64
MU;2304301;Farias Brito (CE);37,74
MU;2304350;Forquilha (CE);42,14
MU;2304400;Fortaleza (CE);7786,52
MU;2304459;Fortim (CE);52,53
MU;2304509;Frecheirinha (CE);71,68
MU;2304608;General Sampaio (CE);33,23
MU;2304657;Graça (CE);53,39
MU;2304707;Granja (CE);19,51
MU;2304806;Granjeiro (CE);46,23
MU;2304905;Groaíras (CE);65,59
MU;2304954;Guaiúba (CE);94,83
MU;2305001;Guaraciaba do Norte (CE);61,78
MU;2305100;Guaramiranga (CE);41,29
MU;2305209;Hidrolândia (CE);20,84
MU;2305233;Horizonte (CE);344,96
MU;2305266;Ibaretama (CE);14,73
MU;2305308;Ibiapina (CE);57,38
MU;2305332;Ibicuitinga (CE);26,72
MU;2305357;Icapuí (CE);43,43
MU;2305407;Icó (CE);34,97
MU;2305506;Iguatu (CE);94,87
MU;2305605;Independência (CE);7,95
MU;2305654;Ipaporanga (CE);16,16
MU;2305704;Ipaumirim (CE);43,86
MU;2305803;Ipu (CE);64,03
MU;2305902;Ipueiras (CE);25,63
MU;2306009;Iracema (CE);16,65
MU;2306108;Irauçuba (CE);15,39
MU;2306207;Itaiçaba (CE);34,86
MU;2306256;Itaitinga (CE);236,52
MU;2306306;Itapajé (CE);112,33
MU;2306405;Itapipoca (CE);72,38
MU;2306504;Itapiúna (CE);31,64
MU;2306553;Itarema (CE);52
MU;2306603;Itatira (CE);24,12
MU;2306702;Jaguaretama (CE);10,15
MU;2306801;Jaguaribara (CE);15,55
MU;2306900;Jaguaribe (CE);18,33
MU;2307007;Jaguaruana (CE);38,05
MU;2307106;Jardim (CE);51,41
MU;2307205;Jati (CE);21,21
MU;2307254;Jijoca de Jericoacoara (CE);83,02
MU;2307304;Juazeiro do Norte (CE);1006,91
MU;2307403;Jucás (CE);25,4
MU;2307502;Lavras da Mangabeira (CE);32,8
MU;2307601;Limoeiro do Norte (CE);74,84
MU;2307635;Madalena (CE);17,63
MU;2307650;Maracanaú (CE);1877,75
MU;2307700;Maranguape (CE);192,19
MU;2307809;Marco (CE);43,03
MU;2307908;Martinópole (CE);34,17
MU;2308005;Massapê (CE);62,11
MU;2308104;Mauriti (CE);41
MU;2308203;Meruoca (CE);91,38
MU;2308302;Milagres (CE);49,08
MU;2308351;Milhã (CE);26,05
MU;2308377;Miraíma (CE);18,29
MU;2308401;Missão Velha (CE);52,69
MU;2308500;Mombaça (CE);20,14
MU;2308609;Monsenhor Tabosa (CE);18,69
MU;2308708;Morada Nova (CE);22,33
MU;2308807;Moraújo (CE);19,42
MU;2308906;Morrinhos (CE);49,81
MU;2309003;Mucambo (CE);73,99
MU;2309102;Mulungu (CE);120,16
MU;2309201;Nova Olinda (CE);50,13
MU;2309300;Nova Russas (CE);41,69
MU;2309409;Novo Oriente (CE);29,01
MU;2309458;Ocara (CE);31,37
MU;2309508;Orós (CE);37,12
MU;2309607;Pacajus (CE);243
MU;2309706;Pacatuba (CE);498,35
MU;2309805;Pacoti (CE);105,92
MU;2309904;Pacujá (CE);78,63
MU;2310001;Palhano (CE);20,13
MU;2310100;Palmácia (CE);101,9
MU;2310209;Paracuru (CE);106,8
MU;2310258;Paraipaba (CE);99,83
MU;2310308;Parambu (CE);13,54
MU;2310407;Paramoti (CE);23,43
MU;2310506;Pedra Branca (CE);32,14
MU;2310605;Penaforte (CE);57,96
MU;2310704;Pentecoste (CE);25,68
MU;2310803;Pereiro (CE);37,24
MU;2310852;Pindoretama (CE);256,06
MU;2310902;Piquet Carneiro (CE);26,31
MU;2310951;Pires Ferreira (CE);42,02
MU;2311009;Poranga (CE);9,17
MU;2311108;Porteiras (CE);69,22
MU;2311207;Potengi (CE);30,34
MU;2311231;Potiretama (CE);15,14
MU;2311264;Quiterianópolis (CE);19,14
MU;2311306;Quixadá (CE);39,91
MU;2311355;Quixelô (CE);25,72
MU;2311405;Quixeramobim (CE);21,59
MU;2311504;Quixeré (CE);31,78
MU;2311603;Redenção (CE);117,09
MU;2311702;Reriutaba (CE);50,75
MU;2311801;Russas (CE);43,88
MU;2311900;Saboeiro (CE);11,39
MU;2311959;Salitre (CE);19,21
MU;2312007;Santana do Acaraú (CE);30,89
MU;2312106;Santana do Cariri (CE);20,07
MU;2312205;Santa Quitéria (CE);10,04
MU;2312304;São Benedito (CE);130,61
MU;2312403;São Gonçalo do Amarante (CE);52,34
MU;2312502;São João do Jaguaribe (CE);28,17
MU;2312601;São Luís do Curu (CE);100,74
MU;2312700;Senador Pompeu (CE);27,68
MU;2312809;Senador Sá (CE);16,16
MU;2312908;Sobral (CE);88,67
MU;2313005;Solonópole (CE);11,5
MU;2313104;Tabuleiro do Norte (CE);33,89
MU;2313203;Tamboril (CE);12,72
MU;2313252;Tarrafas (CE);19,61
MU;2313302;Tauá (CE);13,9
MU;2313351;Tejuçuoca (CE);21,53
MU;2313401;Tianguá (CE);75,8
MU;2313500;Trairi (CE);55,55
MU;2313559;Tururu (CE);71,23
MU;2313609;Ubajara (CE);75,5
MU;2313708;Umari (CE);28,59
MU;2313757;Umirim (CE);59,35
MU;2313807;Uruburetama (CE);183,75
MU;2313906;Uruoca (CE);18,49
MU;2313955;Varjota (CE);98,07
MU;2314003;Várzea Alegre (CE);45,99
MU;2314102;Viçosa do Ceará (CE);41,9
MU;2400109;Acari (RN);18,13
MU;2400208;Açu (RN);40,84
MU;2400307;Afonso Bezerra (RN);18,82
MU;2400406;Água Nova (RN);58,8
MU;2400505;Alexandria (RN);35,43
MU;2400604;Almino Afonso (RN);38,04
MU;2400703;Alto do Rodrigues (RN);64,31
MU;2400802;Angicos (RN);15,57
MU;2400901;Antônio Martins (RN);28,24
MU;2401008;Apodi (RN);21,69
MU;2401107;Areia Branca (RN);70,79
MU;2401206;Arês (RN);111,89
MU;2401305;Augusto Severo (RN);10,36
MU;2401404;Baía Formosa (RN);34,9
MU;2401453;Baraúna (RN);29,29
MU;2401503;Barcelona (RN);25,88
MU;2401602;Bento Fernandes (RN);16,98
MU;2401651;Bodó (RN);9,57
MU;2401701;Bom Jesus (RN);77,35
MU;2401800;Brejinho (RN);188,07
MU;2401859;Caiçara do Norte (RN);31,74
MU;2401909;Caiçara do Rio do Vento (RN);12,67
MU;2402006;Caicó (RN);51,04
MU;2402105;Campo Redondo (RN);48,03
MU;2402204;Canguaretama (RN);125,98
MU;2402303;Caraúbas (RN);17,88
MU;2402402;Carnaúba dos Dantas (RN);30,24
MU;2402501;Carnaubais (RN);17,99
MU;2402600;Ceará-Mirim (RN);94,07
MU;2402709;Cerro Corá (RN);27,74
MU;2402808;Coronel Ezequiel (RN);29,1
MU;2402907;Coronel João Pessoa (RN);40,74
MU;2403004;Cruzeta (RN);26,93
MU;2403103;Currais Novos (RN);49,35
MU;2403202;Doutor Severiano (RN);59,96
MU;2403251;Parnamirim (RN);1638,14
MU;2403301;Encanto (RN);41,6
MU;2403400;Equador (RN);21,97
MU;2403509;Espírito Santo (RN);77,11
MU;2403608;Extremoz (RN);176,03
MU;2403707;Felipe Guerra (RN);21,35
MU;2403756;Fernando Pedroza (RN);8,85
MU;2403806;Florânia (RN);17,74
MU;2403905;Francisco Dantas (RN);15,83
MU;2404002;Frutuoso Gomes (RN);66,89
MU;2404101;Galinhos (RN);6,31
MU;2404200;Goianinha (RN);116,92
MU;2404309;Governador Dix-Sept Rosado (RN);10,96
MU;2404408;Grossos (RN);74,28
MU;2404507;Guamaré (RN);47,9
MU;2404606;Ielmo Marinho (RN);39,01
MU;2404705;Ipanguaçu (RN);37,02
MU;2404804;Ipueira (RN);16,31
MU;2404853;Itajá (RN);34,04
MU;2404903;Itaú (RN);41,83
MU;2405009;Jaçanã (RN);145,25
MU;2405108;Jandaíra (RN);15,6
MU;2405207;Janduís (RN);17,53
MU;2405306;Januário Cicco (RN);48,13
MU;2405405;Japi (RN);29,22
MU;2405504;Jardim de Angicos (RN);10,26
MU;2405603;Jardim de Piranhas (RN);40,86
MU;2405702;Jardim do Seridó (RN);32,86
MU;2405801;João Câmara (RN);45,08
MU;2405900;João Dias (RN);29,5
MU;2406007;José da Penha (RN);49,88
MU;2406106;Jucurutu (RN);18,95
MU;2406155;Jundiá (RN);80,24
MU;2406205;Lagoa d'Anta (RN);58,94
MU;2406304;Lagoa de Pedras (RN);59,4
MU;2406403;Lagoa de Velhos (RN);23,64
MU;2406502;Lagoa Nova (RN);79,31
MU;2406601;Lagoa Salgada (RN);95,37
MU;2406700;Lajes (RN);15,34
MU;2406809;Lajes Pintadas (RN);35,42
MU;2406908;Lucrécia (RN);117,45
MU;2407005;Luís Gomes (RN);57,67
MU;2407104;Macaíba (RN);136,01
MU;2407203;Macau (RN);36,74
MU;2407252;Major Sales (RN);110,6
MU;2407302;Marcelino Vieira (RN);23,91
MU;2407401;Martins (RN);48,49
MU;2407500;Maxaranguape (RN);79,51
MU;2407609;Messias Targino (RN);31
MU;2407708;Montanhas (RN);138,82
MU;2407807;Monte Alegre (RN);97,87
MU;2407906;Monte das Gameleiras (RN);31,43
MU;2408003;Mossoró (RN);123,76
MU;2408102;Natal (RN);4808,2
MU;2408201;Nísia Floresta (RN);77,26
MU;2408300;Nova Cruz (RN);127,82
MU;2408409;Olho d'Água do Borges (RN);30,42
MU;2408508;Ouro Branco (RN);18,55
MU;2408607;Paraná (RN);48,56
MU;2408706;Paraú (RN);10,07
MU;2408805;Parazinho (RN);17,64
MU;2408904;Parelhas (RN);39,67
MU;2408953;Rio do Fogo (RN);66,94
MU;2409100;Passa e Fica (RN);263,43
MU;2409209;Passagem (RN);70,24
MU;2409308;Patu (RN);37,49
MU;2409332;Santa Maria (RN);21,69
MU;2409407;Pau dos Ferros (RN);106,73
MU;2409506;Pedra Grande (RN);15,9
MU;2409605;Pedra Preta (RN);8,78
MU;2409704;Pedro Avelino (RN);7,53
MU;2409803;Pedro Velho (RN);73,24
MU;2409902;Pendências (RN);32,05
MU;2410009;Pilões (RN);41,76
MU;2410108;Poço Branco (RN);60,54
MU;2410207;Portalegre (RN);66,51
MU;2410256;Porto do Mangue (RN);16,36
MU;2410306;Serra Caiada (RN);52,4
MU;2410405;Pureza (RN);16,7
MU;2410504;Rafael Fernandes (RN);59,98
MU;2410603;Rafael Godeiro (RN);30,61
MU;2410702;Riacho da Cruz (RN);24,88
MU;2410801;Riacho de Santana (RN);32,44
MU;2410900;Riachuelo (RN);26,88
MU;2411007;Rodolfo Fernandes (RN);28,53
MU;2411056;Tibau (RN);21,79
MU;2411106;Ruy Barbosa (RN);28,58
MU;2411205;Santa Cruz (RN);57,33
MU;2411403;Santana do Matos (RN);9,73
MU;2411429;Santana do Seridó (RN);13,41
MU;2411502;Santo Antônio (RN);73,79
MU;2411601;São Bento do Norte (RN);10,3
MU;2411700;São Bento do Trairí (RN);20,46
MU;2411809;São Fernando (RN);8,41
MU;2411908;São Francisco do Oeste (RN);51,25
MU;2412005;São Gonçalo do Amarante (RN);351,91
MU;2412104;São João do Sabugi (RN);21,38
MU;2412203;São José de Mipibu (RN);137
MU;2412302;São José do Campestre (RN);36,22
MU;2412401;São José do Seridó (RN);24,25
MU;2412500;São Miguel (RN);129,05
MU;2412559;São Miguel do Gostoso (RN);25,35
MU;2412609;São Paulo do Potengi (RN);65,9
MU;2412708;São Pedro (RN);31,94
MU;2412807;São Rafael (RN);17,29
MU;2412906;São Tomé (RN);12,55
MU;2413003;São Vicente (RN);30,47
MU;2413102;Senador Elói de Souza (RN);33,63
MU;2413201;Senador Georgino Avelino (RN);151,31
MU;2413300;Serra de São Bento (RN);59,43
MU;2413359;Serra do Mel (RN);16,69
MU;2413409;Serra Negra do Norte (RN);13,82
MU;2413508;Serrinha (RN);34,04
MU;2413557;Serrinha dos Pintos (RN);37,02
MU;2413607;Severiano Melo (RN);36,44
MU;2413706;Sítio Novo (RN);23,52
MU;2413805;Taboleiro Grande (RN);18,67
MU;2413904;Taipu (RN);33,55
MU;2414001;Tangará (RN);39,72
MU;2414100;Tenente Ananias (RN);44,19
MU;2414159;Tenente Laurentino Cruz (RN);72,68
MU;2414209;Tibau do Sul (RN);111,81
MU;2414308;Timbaúba dos Batistas (RN);16,94
MU;2414407;Touros (RN);36,99
MU;2414456;Triunfo Potiguar (RN);12,53
